Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91006, 91401, 3, 161, 160, 159, 1, 0, 0.052396616541353386
600-1200, 104793, 105145, 2, 152, 151, 150, 14, 0, 0.7802663438256658
1200-1800, 97987, 107102, 7, 87, 82, 79, 6, 0, 0.29895104895104896
1800-2400, 102085, 114910, 8, 82, 77, 69, 11, 0, 0.7199710564399421
2400-3000, 144679, 167744, 12, 101, 95, 85, 29, 0, 3.8025606469002695
3000-3600, 157826, 187447, 10, 92, 84, 77, 30, 0, 3.1137440758293837
3600-4200, 126164, 184512, 17, 86, 76, 59, 24, 0, 2.9197707736389686
4200-4800, 138725, 196394, 15, 89, 70, 60, 25, 0, 3.1878172588832485
4800-5400, 168174, 256932, 15, 99, 67, 63, 34, 0, 4.700750469043152
5400-6000, 238389, 309169, 19, 118, 94, 88, 30, 0, 4.2146840148698885
6000-6600, 236079, 348411, 16, 130, 99, 87, 38, 0, 5.384895359417652
6600-7200, 222798, 590168, 23, 191, 163, 75, 112, 0, 30.00248447204969
7200-7800, 353720, 476106, 20, 160, 128, 119, 38, 0, 5.281576830249397
7800-8400, 311430, 531424, 21, 161, 119, 91, 66, 0, 12.899082568807339
