Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 92573, 93672, 6, 201, 200, 199, 3, 0, 0.26485419864064896
600-1200, 95565, 96563, 6, 158, 157, 155, 3, 0, 0.25257218718884833
1200-1800, 98848, 106530, 9, 121, 119, 111, 7, 0, 0.46377551020408164
1800-2400, 127986, 135122, 9, 116, 111, 110, 26, 0, 2.2971395213076473
2400-3000, 104595, 121662, 12, 93, 86, 82, 10, 0, 0.6820512820512821
3000-3600, 117053, 145090, 13, 102, 90, 83, 16, 0, 1.2809611829944547
3600-4200, 140530, 183838, 15, 110, 96, 83, 24, 0, 2.8245299910474486
4200-4800, 140509, 223387, 20, 129, 114, 80, 45, 0, 6.65045342126958
4800-5400, 167512, 229826, 15, 121, 102, 91, 27, 0, 3.4452975047984644
5400-6000, 178789, 255340, 18, 130, 103, 92, 35, 0, 4.347695390781563
6000-6600, 245694, 425051, 21, 202, 171, 121, 77, 0, 15.111355311355311
6600-7200, 259891, 503750, 21, 221, 189, 110, 108, 0, 21.771408351026185
7200-7800, 262921, 465312, 20, 199, 146, 111, 81, 0, 14.058149058149057
7800-8400, 357551, 569300, 23, 231, 181, 148, 82, 0, 14.096431283219438
