Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90367, 91299, 1, 200, None, 196, 2, 0, 0.2812431604289779
600-1200, 91093, 91836, 2, 174, 172, 170, 2, 0, 0.26393700787401575
1200-1800, 93217, 96223, 6, 117, 115, 112, 3, 0, 0.31019522776572667
1800-2400, 100262, 117247, 11, 114, 106, 98, 12, 0, 0.8197395476353667
2400-3000, 108615, 120879, 10, 99, 91, 88, 6, 0, 0.4714038128249567
3000-3600, 128039, 159918, 21, 124, 107, 99, 21, 0, 2.152013147082991
3600-4200, 130215, 188690, 16, 124, 104, 87, 34, 0, 3.9571068124474347
4200-4800, 143580, 235410, 17, 141, 116, 87, 51, 0, 8.704453441295547
4800-5400, 183687, 237014, 23, 131, 107, 98, 41, 0, 5.110294117647059
5400-6000, 193864, 251042, 20, 136, 107, 105, 26, 0, 2.8435582822085887
6000-6600, 249214, 450766, 20, 248, 187, 143, 102, 0, 21.01462765957447
6600-7200, 234079, 317553, 20, 161, 128, 112, 45, 0, 6.064143007360673
7200-7800, 294749, 736546, 29, 350, 271, 142, 202, 0, 55.591684434968016
7800-8400, 336612, 619326, 22, 286, 222, 159, 122, 0, 23.475387727579232
