Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91985, 92590, 3, 132, 131, 130, 3, 0, 0.4394644935972061, 0: 1170, 1: 359, 2: 171, 3: 18
600-1200, 93784, 94358, 2, 122, 121, 119, 2, 0, 0.0926517571884984, 0: 1143, 1: 102, 2: 7
1200-1800, 91236, 94535, 7, 108, 106, 105, 2, 0, 0.11488250652741515, 0: 1025, 1: 116, 2: 8
1800-2400, 94710, 97535, 7, 84, 81, 79, 5, 0, 0.3359930989864136, 0: 3566, 1: 645, 2: 389, 3: 20, 4: 10, 5: 7
2400-3000, 99112, 111643, 9, 89, 86, 77, 5, 0, 0.531641878098571, 0: 4112, 1: 2041, 2: 548, 3: 123, 4: 30, 5: 4
3000-3600, 99698, 108891, 10, 76, 72, 70, 4, 0, 0.6498074721615152, 0: 5527, 1: 2500, 2: 1078, 3: 428, 4: 76
3600-4200, 105839, 121876, 9, 75, 69, 66, 8, 0, 0.8385947046843177, 0: 6489, 1: 3200, 2: 825, 3: 730, 4: 207, 5: 125, 6: 94, 7: 87, 8: 27
4200-4800, 103872, 123208, 14, 72, 62, 57, 11, 0, 1.4470037087643959, 0: 6071, 1: 3113, 2: 2892, 3: 1921, 4: 578, 5: 281, 6: 52, 7: 278, 8: 106, 9: 21, 10: 49, 11: 7
4800-5400, 116532, 143688, 11, 83, 69, 67, 8, 0, 0.9086878596358834, 0: 5643, 1: 1903, 2: 1967, 3: 754, 4: 200, 5: 86, 6: 34, 7: 12, 8: 2
5400-6000, 120787, 153175, 14, 78, 69, 59, 13, 0, 1.731674737017866, 0: 4639, 1: 2510, 2: 1473, 3: 1093, 4: 842, 5: 373, 6: 862, 7: 72, 8: 34, 9: 47, 10: 6, 11: 4, 13: 23
6000-6600, 123692, 166419, 14, 78, 65, 57, 13, 0, 1.8356473737035799, 0: 4127, 1: 2387, 2: 1898, 3: 1470, 4: 630, 5: 487, 6: 648, 7: 145, 8: 46, 9: 68, 10: 39, 11: 8, 12: 1, 13: 2
6600-7200, 129748, 167769, 13, 76, 62, 58, 12, 0, 2.231863055882619, 0: 2532, 1: 3532, 2: 1517, 3: 892, 4: 739, 5: 556, 6: 282, 7: 362, 8: 364, 9: 152, 10: 93, 11: 12, 12: 8
7200-7800, 125495, 213795, 14, 91, 68, 52, 21, 0, 3.7226811866316183, 0: 2890, 1: 1966, 2: 1937, 3: 2574, 4: 1822, 5: 1153, 6: 631, 7: 913, 8: 475, 9: 576, 10: 120, 11: 340, 12: 65, 13: 46, 14: 221, 15: 32, 16: 63, 17: 18, 18: 105, 19: 13, 20: 16, 21: 2
7800-8400, 169361, 254224, 17, 109, 72, 68, 21, 0, 5.238068181818182, 0: 2620, 1: 1914, 2: 1010, 3: 1321, 4: 566, 5: 956, 6: 861, 7: 745, 8: 581, 9: 467, 10: 438, 11: 610, 12: 514, 13: 138, 14: 281, 15: 667, 16: 182, 17: 144, 18: 26, 19: 21, 20: 17, 21: 1
