Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90126, 90561, 1, 213, None, 211, 2, 0, 0.18663838812301167, 0: 791, 1: 128, 2: 24
600-1200, 90934, 91338, 2, 171, 170, 168, 4, 0, 0.4921835602622289, 0: 1531, 1: 146, 2: 108, 3: 178, 4: 20
1200-1800, 95563, 105928, 8, 135, 126, 120, 6, 0, 0.5563686256574434, 0: 5222, 1: 2568, 2: 681, 3: 194, 4: 59, 5: 14, 6: 8
1800-2400, 100850, 110203, 8, 117, 111, 107, 12, 0, 1.2066465256797583, 0: 5723, 1: 3264, 2: 2094, 3: 1033, 4: 613, 5: 294, 6: 138, 7: 32, 8: 23, 9: 8, 10: 10, 11: 1, 12: 7
2400-3000, 104757, 119309, 11, 116, 108, 102, 20, 0, 2.791709314227226, 0: 4714, 1: 2872, 2: 1966, 3: 1468, 4: 906, 5: 878, 6: 429, 7: 679, 8: 768, 9: 235, 10: 278, 11: 36, 12: 119, 13: 118, 14: 16, 15: 62, 16: 18, 17: 43, 18: 6, 19: 7, 20: 14
3000-3600, 108075, 189655, 10, 158, 146, 91, 20, 0, 2.314015306420518, 0: 5732, 1: 4114, 2: 1900, 3: 1502, 4: 1142, 5: 702, 6: 323, 7: 370, 8: 240, 9: 184, 10: 288, 11: 121, 12: 148, 13: 134, 14: 69, 15: 99, 16: 18, 17: 25, 18: 1, 19: 4, 20: 1
3600-4200, 129739, 173589, 11, 143, 127, 106, 20, 0, 3.1446025778732545, 0: 5668, 1: 4003, 2: 2394, 3: 2868, 4: 1663, 5: 1978, 6: 566, 7: 565, 8: 479, 9: 349, 10: 414, 11: 361, 12: 299, 13: 414, 14: 160, 15: 63, 16: 33, 17: 35, 18: 11, 19: 5, 20: 16
4200-4800, 131478, 181458, 13, 149, 119, 107, 36, 0, 5.040795705715188, 0: 3076, 1: 3182, 2: 1979, 3: 1280, 4: 1059, 5: 552, 6: 560, 7: 282, 8: 390, 9: 641, 10: 206, 11: 268, 12: 380, 13: 89, 14: 127, 15: 347, 16: 342, 17: 127, 18: 162, 19: 56, 20: 149, 21: 38, 22: 89, 23: 87, 24: 33, 25: 24, 26: 7, 27: 49, 28: 122, 29: 46, 30: 5, 31: 13, 32: 3, 33: 3, 35: 61, 36: 1
4800-5400, 156072, 208434, 16, 155, 129, 115, 34, 0, 4.563567823919255, 0: 3515, 1: 5196, 2: 1206, 3: 953, 4: 1084, 5: 376, 6: 98, 7: 754, 8: 272, 9: 232, 10: 568, 11: 184, 12: 171, 13: 69, 14: 54, 15: 98, 16: 140, 17: 364, 18: 83, 19: 213, 20: 16, 21: 48, 22: 135, 23: 21, 24: 35, 25: 66, 26: 96, 27: 11, 28: 11, 29: 339, 30: 28, 31: 3, 32: 6, 34: 2
5400-6000, 174737, 327434, 16, 223, 183, 122, 60, 0, 9.658127512923608, 0: 1637, 1: 2842, 2: 2264, 3: 1650, 4: 1428, 5: 207, 6: 220, 7: 267, 8: 127, 9: 121, 10: 850, 11: 667, 12: 75, 13: 347, 14: 109, 15: 328, 16: 324, 17: 875, 18: 378, 19: 196, 20: 76, 21: 231, 22: 110, 23: 160, 24: 83, 25: 210, 26: 95, 27: 3, 28: 33, 29: 277, 30: 11, 31: 124, 32: 18, 33: 1, 34: 23, 35: 6, 36: 57, 37: 8, 38: 49, 39: 31, 40: 15, 41: 22, 42: 73, 43: 99, 44: 53, 45: 70, 46: 19, 47: 96, 48: 16, 49: 100, 50: 48, 51: 6, 52: 137, 53: 3, 54: 14, 55: 3, 56: 47, 58: 2, 59: 68, 60: 1
6000-6600, 164482, 277360, 16, 179, 145, 108, 53, 0, 9.07488894695584, 0: 1808, 1: 3952, 2: 1693, 3: 735, 4: 1745, 5: 1623, 6: 320, 7: 611, 8: 600, 9: 187, 10: 104, 11: 122, 12: 272, 13: 135, 14: 256, 15: 50, 16: 220, 17: 92, 18: 616, 19: 92, 20: 155, 21: 105, 22: 238, 23: 264, 24: 71, 25: 443, 26: 545, 27: 428, 28: 892, 29: 83, 30: 199, 31: 93, 32: 60, 33: 28, 34: 4, 35: 39, 36: 4, 37: 2, 38: 77, 39: 30, 41: 22, 42: 3, 43: 6, 44: 5, 45: 4, 46: 35, 47: 1, 50: 56, 51: 3, 52: 5, 53: 2
6600-7200, 216772, 302240, 17, 192, 144, 127, 73, 0, 14.494671056302662, 0: 1334, 1: 3081, 2: 2017, 3: 1110, 4: 1188, 5: 162, 6: 521, 7: 497, 8: 154, 9: 180, 10: 481, 11: 43, 12: 417, 13: 353, 14: 101, 15: 406, 16: 43, 17: 123, 18: 122, 19: 42, 20: 260, 21: 234, 22: 156, 23: 294, 24: 215, 25: 682, 26: 83, 27: 79, 28: 152, 29: 176, 30: 21, 31: 119, 32: 65, 33: 154, 34: 109, 35: 222, 36: 19, 37: 11, 38: 71, 39: 118, 40: 97, 41: 111, 42: 50, 43: 195, 44: 291, 45: 78, 46: 88, 47: 131, 48: 49, 49: 17, 50: 159, 51: 16, 52: 97, 53: 3, 54: 70, 55: 130, 56: 4, 57: 8, 58: 104, 59: 6, 60: 194, 61: 2, 62: 84, 63: 88, 64: 24, 65: 8, 66: 160, 67: 12, 68: 6, 70: 12, 71: 8, 72: 2, 73: 2
7200-7800, 282872, 664322, 17, 391, 312, 181, 93, 0, 11.501514317180616, 0: 1944, 1: 2417, 2: 1520, 3: 1243, 4: 1014, 5: 540, 6: 236, 7: 725, 8: 402, 9: 108, 10: 519, 11: 359, 12: 63, 13: 146, 14: 101, 15: 21, 16: 359, 17: 80, 18: 40, 19: 28, 20: 31, 21: 9, 22: 79, 23: 65, 24: 114, 25: 23, 26: 28, 27: 39, 28: 12, 29: 149, 30: 24, 31: 66, 32: 6, 33: 241, 34: 17, 35: 78, 36: 4, 37: 375, 38: 10, 39: 228, 40: 118, 41: 42, 42: 5, 43: 17, 44: 45, 45: 61, 46: 3, 47: 8, 48: 43, 49: 1, 52: 8, 53: 1, 56: 13, 59: 8, 61: 85, 63: 2, 64: 9, 65: 13, 66: 2, 67: 4, 69: 172, 70: 12, 71: 31, 72: 2, 73: 2, 75: 141, 76: 3, 77: 7, 78: 43, 79: 1, 82: 8, 83: 69, 84: 6, 86: 74, 87: 2, 88: 2, 90: 1, 93: 1
7800-8400, 243626, 383676, 16, 238, 173, 156, 122, 0, 15.559462915601022, 0: 1318, 1: 2167, 2: 2366, 3: 603, 4: 2551, 5: 123, 6: 383, 7: 424, 8: 129, 9: 549, 10: 207, 11: 77, 12: 148, 13: 82, 14: 519, 15: 7, 16: 27, 17: 105, 18: 41, 19: 470, 20: 138, 21: 19, 22: 22, 23: 8, 24: 27, 25: 27, 26: 85, 27: 5, 28: 11, 29: 11, 30: 41, 31: 21, 32: 35, 33: 77, 34: 4, 35: 4, 36: 139, 37: 114, 38: 78, 39: 228, 40: 19, 41: 56, 42: 310, 43: 22, 44: 7, 45: 473, 46: 3, 47: 134, 48: 2, 49: 12, 54: 34, 55: 1, 56: 2, 57: 8, 58: 3, 59: 61, 60: 2, 61: 6, 62: 72, 63: 43, 64: 2, 65: 6, 68: 87, 71: 10, 72: 1, 73: 28, 74: 4, 76: 2, 77: 8, 78: 54, 79: 2, 80: 6, 81: 4, 94: 203, 95: 203, 99: 5, 100: 16, 101: 21, 102: 37, 103: 28, 104: 5, 105: 5, 106: 31, 107: 30, 108: 5, 109: 5, 111: 36, 112: 36, 113: 4, 114: 39, 115: 35, 116: 1, 117: 2, 118: 8, 119: 8, 120: 1, 121: 1, 122: 1
