Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90680, 91425, 1, 167, None, 164, 1, 0, 0.08581395348837209
600-1200, 91418, 92031, 4, 126, 125, 124, 1, 0, 0.10689170182841069
1200-1800, 95604, 113635, 6, 106, 103, 87, 17, 0, 1.0480327031170158
1800-2400, 100487, 111898, 11, 81, 74, 71, 6, 0, 0.443656980864635
2400-3000, 114705, 126798, 10, 76, 71, 69, 7, 0, 0.4693534844668346
3000-3600, 114202, 154241, 11, 80, 73, 57, 21, 0, 1.9928698752228164
3600-4200, 130908, 206157, 16, 97, 85, 61, 34, 0, 5.208645054031588
4200-4800, 161509, 197038, 14, 89, 75, 71, 14, 0, 1.182952182952183
4800-5400, 197575, 280491, 17, 111, 94, 77, 31, 0, 4.467065868263473
5400-6000, 225861, 326604, 19, 117, 93, 79, 33, 0, 5.9226086956521735
6000-6600, 239549, 378731, 21, 137, 111, 88, 45, 0, 7.430782459157352
6600-7200, 318066, 627303, 22, 212, 184, 103, 105, 0, 23.46891651865009
7200-7800, 312812, 668759, 20, 212, 162, 103, 104, 0, 26.524044389642416
7800-8400, 347129, 609196, 21, 195, 140, 112, 80, 0, 13.628318584070797
