Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90095, 90983, 3, 158, 157, 156, 1, 0, 0.03940142778693026
600-1200, 90719, 91280, 2, 127, 126, 124, 1, 0, 0.08484848484848485
1200-1800, 95600, 102841, 11, 92, 90, 85, 5, 0, 0.2682627378759975
1800-2400, 100917, 108256, 12, 66, 61, 60, 3, 0, 0.22323462414578588
2400-3000, 107001, 117116, 11, 62, 55, 54, 4, 0, 0.3265412748171369
3000-3600, 127307, 147750, 11, 72, 66, 62, 11, 0, 0.7882173692229558
3600-4200, 122593, 162139, 19, 70, 56, 52, 13, 0, 1.3977024070021882
4200-4800, 130477, 219955, 22, 85, 77, 53, 29, 0, 3.871577899452464
4800-5400, 145492, 196821, 21, 74, 60, 55, 15, 0, 1.7944481163251818
5400-6000, 169927, 262049, 28, 81, 60, 52, 26, 0, 4.313048245614035
6000-6600, 269432, 460932, 21, 134, 113, 75, 56, 0, 12.674136664217487
6600-7200, 207167, 357701, 22, 106, 67, 63, 40, 0, 6.337432365961633
7200-7800, 275077, 423345, 29, 109, 83, 69, 36, 0, 6.561083743842365
7800-8400, 268611, 383115, 27, 98, 71, 68, 30, 0, 3.7712643678160918
