Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90825, 91391, 1, 166, None, 164, 2, 0, 0.08644222020018198
600-1200, 91074, 92656, 6, 136, 134, 133, 2, 0, 0.1583069488418597
1200-1800, 93256, 140782, 9, 135, 130, 89, 44, 0, 7.226487174822631
1800-2400, 132936, 157298, 13, 113, 108, 95, 16, 0, 2.0530484877580415
2400-3000, 118803, 137941, 18, 87, 81, 73, 11, 0, 1.0746741810496654
3000-3600, 120018, 194227, 18, 99, 90, 62, 37, 0, 6.236733396885923
3600-4200, 138016, 177757, 23, 86, 71, 69, 15, 0, 1.6330565440885725
4200-4800, 134629, 174170, 33, 81, 64, 61, 17, 0, 1.4995348837209301
4800-5400, 156611, 217980, 28, 89, 69, 67, 19, 0, 2.5941499085923216
5400-6000, 153744, 269586, 22, 98, 81, 59, 36, 0, 6.5577476366625564
6000-6600, 193998, 360886, 35, 130, 107, 70, 56, 0, 11.751460983155724
6600-7200, 216319, 592694, 35, 200, 158, 75, 121, 0, 31.6853985422055
7200-7800, 241505, 510825, 34, 161, 105, 80, 77, 0, 17.684695393759288
7800-8400, 301495, 523977, 36, 164, 122, 100, 59, 0, 11.703947368421053
