Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90185, 90647, 1, 181, None, 179, 2, 0, 0.17560761988176046
600-1200, 92019, 94066, 9, 149, 148, 146, 2, 0, 0.17707362534948742
1200-1800, 97404, 99696, 7, 101, 98, 96, 3, 0, 0.3213435599047871
1800-2400, 101727, 123433, 13, 98, 93, 80, 14, 0, 1.2062407132243684
2400-3000, 105204, 126579, 14, 85, 74, 68, 14, 0, 1.097679640718563
3000-3600, 110611, 157481, 20, 94, 82, 66, 25, 0, 2.8146616541353384
3600-4200, 122412, 235387, 21, 123, 109, 62, 58, 0, 11.575375375375375
4200-4800, 129359, 202253, 25, 99, 82, 65, 32, 0, 4.67817896389325
4800-5400, 155329, 259337, 26, 113, 88, 69, 40, 0, 6.715267727930535
5400-6000, 154953, 352537, 26, 146, 123, 64, 79, 0, 19.586917562724015
6000-6600, 196015, 324854, 26, 124, 95, 73, 48, 0, 9.481663516068053
6600-7200, 202973, 350479, 29, 126, 78, 75, 47, 0, 9.72073511785857
7200-7800, 277381, 413453, 37, 153, 118, 103, 46, 0, 7.625448028673835
7800-8400, 270142, 533447, 39, 183, 149, 98, 82, 0, 16.30958230958231
