Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91294, 91619, 1, 200, None, 198, 2, 0, 0.26490984743411927
600-1200, 91845, 93608, 6, 158, 156, 154, 2, 0, 0.2605445808862787
1200-1800, 97277, 100568, 10, 127, 123, 121, 5, 0, 0.38379705400981995
1800-2400, 103342, 127364, 6, 130, 123, 107, 19, 0, 1.8173374613003095
2400-3000, 108711, 130034, 10, 116, 107, 96, 17, 0, 1.0754475703324808
3000-3600, 121473, 173016, 14, 128, 117, 93, 32, 0, 4.007623888182973
3600-4200, 136531, 247297, 14, 174, 156, 100, 70, 0, 11.277649769585253
4200-4800, 174224, 220497, 15, 145, 123, 118, 34, 0, 3.151702786377709
4800-5400, 194312, 304963, 14, 183, 144, 114, 65, 0, 10.371191135734072
5400-6000, 225774, 323469, 16, 196, 162, 135, 58, 0, 9.14616497829233
6000-6600, 279830, 495982, 17, 283, 229, 155, 122, 0, 20.212290502793294
6600-7200, 312603, 439965, 19, 245, 201, 179, 62, 0, 10.069277108433734
7200-7800, 400024, 617129, 16, 347, 255, 222, 122, 0, 23.42281879194631
7800-8400, 442420, 621574, 18, 311, 242, 216, 88, 0, 12.879194630872483
