Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90859, 91333, 2, 174, 173, 172, 1, 0, 0.0073937153419593345, 0: 537, 1: 4
600-1200, 91501, 92008, 4, 137, 136, 135, 2, 0, 0.014910536779324055, 0: 3965, 1: 58, 2: 1
1200-1800, 93070, 96592, 6, 90, 87, 85, 2, 0, 0.10567712794953664, 0: 11701, 1: 923, 2: 217
1800-2400, 98475, 106191, 14, 76, 73, 71, 4, 0, 0.4502286064009792, 0: 18526, 1: 6427, 2: 2411, 3: 395, 4: 18
2400-3000, 100217, 116411, 11, 73, 67, 63, 6, 0, 0.7149276227853141, 0: 20046, 1: 8515, 2: 4012, 3: 1876, 4: 622, 5: 68, 6: 24
3000-3600, 107334, 137378, 16, 74, 67, 55, 10, 0, 1.1792248627218664, 0: 20665, 1: 9402, 2: 5895, 3: 4207, 4: 1781, 5: 1096, 6: 613, 7: 193, 8: 28, 9: 5, 10: 4
3600-4200, 113128, 137544, 22, 66, 56, 53, 10, 0, 1.188404796427996, 0: 19781, 1: 9689, 2: 7093, 3: 2733, 4: 2135, 5: 1348, 6: 499, 7: 92, 8: 73, 9: 1, 10: 5
4200-4800, 124052, 228799, 22, 108, 90, 56, 15, 0, 1.781259237363287, 0: 22536, 1: 10351, 2: 5882, 3: 5595, 4: 3809, 5: 1633, 6: 1218, 7: 1055, 8: 536, 9: 683, 10: 512, 11: 70, 12: 140, 13: 98, 14: 7, 15: 3
4800-5400, 134254, 337346, 22, 134, 112, 49, 16, 0, 2.968014659947524, 0: 14418, 1: 10128, 2: 5068, 3: 2684, 4: 2167, 5: 2758, 6: 2176, 7: 2613, 8: 1579, 9: 714, 10: 1492, 11: 1183, 12: 410, 13: 432, 14: 124, 15: 70, 16: 6
5400-6000, 142145, 244371, 27, 93, 69, 51, 24, 0, 3.5590012307462797, 0: 15043, 1: 9436, 2: 4420, 3: 4516, 4: 2714, 5: 3662, 6: 3704, 7: 2528, 8: 2161, 9: 963, 10: 1336, 11: 417, 12: 268, 13: 387, 14: 384, 15: 81, 16: 159, 17: 148, 18: 162, 19: 315, 20: 270, 21: 318, 22: 219, 23: 12, 24: 3
6000-6600, 170713, 309126, 27, 106, 84, 58, 25, 0, 3.011699091113949, 0: 16584, 1: 10390, 2: 7264, 3: 2644, 4: 3379, 5: 4686, 6: 618, 7: 786, 8: 892, 9: 1093, 10: 1154, 11: 1047, 12: 794, 13: 496, 14: 84, 15: 219, 16: 431, 17: 54, 18: 84, 19: 103, 20: 49, 21: 189, 22: 206, 23: 4, 25: 2
6600-7200, 178246, 293747, 26, 98, 72, 58, 24, 0, 3.3447275786490733, 0: 15681, 1: 9965, 2: 3734, 3: 2268, 4: 1997, 5: 1744, 6: 1377, 7: 1252, 8: 401, 9: 383, 10: 1217, 11: 721, 12: 683, 13: 717, 14: 662, 15: 763, 16: 401, 17: 528, 18: 402, 19: 102, 20: 77, 21: 58, 22: 32, 23: 3, 24: 1
7200-7800, 204577, 526439, 30, 165, 110, 66, 39, 0, 3.1722026936292904, 0: 16192, 1: 10606, 2: 5806, 3: 4844, 4: 2824, 5: 1067, 6: 898, 7: 2044, 8: 896, 9: 696, 10: 683, 11: 370, 12: 335, 13: 646, 14: 184, 15: 417, 16: 62, 17: 451, 18: 327, 19: 298, 20: 463, 21: 188, 22: 49, 23: 110, 24: 47, 25: 5, 26: 48, 27: 9, 28: 2, 29: 31, 30: 31, 31: 3, 38: 3, 39: 3
7800-8400, 209193, 377622, 37, 122, 86, 67, 31, 0, 4.295245324147058, 0: 13056, 1: 8398, 2: 6554, 3: 4223, 4: 2371, 5: 2217, 6: 1740, 7: 2801, 8: 2117, 9: 628, 10: 1313, 11: 128, 12: 1334, 13: 346, 14: 614, 15: 548, 16: 475, 17: 330, 18: 130, 19: 522, 20: 154, 21: 379, 22: 185, 23: 243, 24: 66, 25: 8, 26: 255, 27: 86, 28: 93, 29: 64, 31: 3
