Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90704, 91502, 2, 160, 159, 158, 0, 0, 0.0, 0: 88
600-1200, 91458, 93704, 4, 119, 117, 116, 1, 0, 0.01486988847583643, 0: 530, 1: 8
1200-1800, 95542, 105942, 7, 88, 86, 79, 2, 0, 0.051253788922568204, 0: 10343, 1: 530, 2: 14
1800-2400, 97809, 107677, 9, 72, 68, 65, 4, 0, 0.36598336878746857, 0: 14452, 1: 5226, 2: 683, 3: 314, 4: 9
2400-3000, 102728, 133252, 11, 77, 69, 59, 6, 0, 0.6201330987531554, 0: 16010, 1: 5997, 2: 2697, 3: 1089, 4: 211, 5: 140, 6: 2
3000-3600, 106946, 129298, 16, 62, 54, 51, 7, 0, 1.1642564148627204, 0: 14548, 1: 7747, 2: 4943, 3: 4099, 4: 1445, 5: 532, 6: 80, 7: 5
3600-4200, 119510, 154210, 15, 61, 50, 43, 10, 0, 1.358195111305107, 0: 16841, 1: 6530, 2: 5608, 3: 2766, 4: 2482, 5: 1290, 6: 742, 7: 307, 8: 57, 9: 23, 10: 10
4200-4800, 127441, 172928, 23, 64, 53, 47, 14, 0, 1.5618354303402024, 0: 16596, 1: 6122, 2: 4797, 3: 2236, 4: 1531, 5: 791, 6: 860, 7: 632, 8: 677, 9: 143, 10: 195, 11: 127, 12: 104, 13: 11, 14: 69
4800-5400, 139312, 193995, 17, 73, 58, 54, 19, 0, 2.054702619016901, 0: 15988, 1: 7447, 2: 4121, 3: 1724, 4: 1911, 5: 2684, 6: 2091, 7: 845, 8: 621, 9: 452, 10: 235, 11: 256, 12: 181, 13: 56, 14: 62, 15: 56, 16: 11, 17: 2, 18: 4, 19: 8
5400-6000, 143674, 201872, 21, 68, 55, 52, 15, 0, 1.8928897726662008, 0: 16247, 1: 6039, 2: 4612, 3: 3701, 4: 1129, 5: 1308, 6: 1148, 7: 666, 8: 733, 9: 1022, 10: 406, 11: 133, 12: 35, 13: 29, 14: 2, 15: 4
6000-6600, 159763, 290665, 19, 90, 72, 50, 22, 0, 2.882467616860893, 0: 15248, 1: 7119, 2: 6372, 3: 3822, 4: 4047, 5: 2757, 6: 746, 7: 914, 8: 603, 9: 961, 10: 434, 11: 723, 12: 551, 13: 672, 14: 255, 15: 88, 16: 366, 17: 112, 18: 80, 19: 256, 20: 20, 21: 12, 22: 8
6600-7200, 182433, 285294, 22, 87, 57, 52, 22, 0, 3.6800553712289337, 0: 11648, 1: 8342, 2: 5973, 3: 4688, 4: 1905, 5: 2182, 6: 1346, 7: 1285, 8: 1947, 9: 618, 10: 523, 11: 421, 12: 1193, 13: 720, 14: 795, 15: 682, 16: 336, 17: 509, 18: 126, 19: 250, 20: 16, 21: 4, 22: 2
7200-7800, 216645, 362090, 23, 107, 70, 66, 29, 0, 3.89691401441885, 0: 12970, 1: 9846, 2: 5968, 3: 2378, 4: 2302, 5: 1244, 6: 2180, 7: 726, 8: 616, 9: 993, 10: 837, 11: 289, 12: 378, 13: 870, 14: 354, 15: 141, 16: 397, 17: 622, 18: 617, 19: 294, 20: 532, 21: 199, 22: 5, 23: 323, 24: 93, 25: 196, 26: 59, 27: 64, 29: 3
7800-8400, 273867, 452780, 33, 122, 95, 74, 36, 0, 4.9144328012672105, 0: 9791, 1: 6647, 2: 3654, 3: 1339, 4: 907, 5: 651, 6: 703, 7: 903, 8: 568, 9: 1202, 10: 404, 11: 356, 12: 568, 13: 948, 14: 422, 15: 266, 16: 254, 17: 486, 18: 635, 19: 444, 20: 64, 21: 404, 22: 196, 23: 326, 24: 2, 25: 168, 26: 48, 27: 9, 28: 119, 29: 6, 30: 43, 31: 229, 32: 4, 33: 57, 34: 4, 36: 1
