Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks, Converge 20%, Converge 40%, Converge 60%, Converge 80%, Converge 100%
0-600, 90086, 90086, 1, 158, None, 157, 1, 0, 0.02512562814070352, 19200, 36600, 54600, 73200, 90000
600-1200, 90829, 91820, 2, 119, 118, 116, 2, 0, 0.019387755102040816, 20400, 39000, 55800, 73800, 91800
1200-1800, 93787, 97483, 6, 80, 77, 76, 3, 0, 0.10014895294839218, 27000, 42600, 67200, 77400, 97200
1800-2400, 96108, 105833, 9, 73, 69, 65, 3, 0, 0.3133442265795207, 27600, 53400, 64200, 86400, 105600
2400-3000, 102031, 117879, 14, 66, 62, 56, 6, 0, 0.6289790624420974, None, 60600, 78600, 95400, 117600
3000-3600, 110678, 143081, 12, 67, 58, 51, 7, 0, 0.7769511833832582, None, 68400, None, 105000, 142800
3600-4200, 114184, 141793, 16, 56, 47, 46, 10, 0, 1.4400983002252714, 58200, 90600, None, 116400, 141600
4200-4800, 118343, 214709, 19, 77, 63, 40, 9, 0, 1.3280201102636615, 72000, None, 118200, None, 214200
4800-5400, 134109, 185780, 19, 65, 51, 47, 15, 0, 1.9855090490702159, None, None, 126000, None, 185400
5400-6000, 144774, 219711, 22, 70, 50, 48, 16, 0, 2.2853822314049586, 106200, None, None, 180000, 219600
6000-6600, 176804, 278035, 24, 88, 59, 54, 19, 0, 2.4517237760403003, None, None, None, None, 277800
6600-7200, 185429, 501309, 25, 142, 108, 54, 20, 0, 2.991305484735569, None, 165000, None, 229800, 501000
7200-7800, 207785, 312439, 25, 87, 64, 62, 31, 0, 3.377883827146036, None, None, None, None, 312000
7800-8400, 261043, 678132, 28, 171, 129, 64, 34, 0, 6.104115580886739, None, None, None, None, 678000
