Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90824, 92592, 3, 123, 121, 120, 2, 0, 0.08136094674556213, 0: 1243, 1: 108, 2: 1
600-1200, 92581, 93756, 2, 131, 129, 128, 2, 0, 0.09364548494983277, 0: 815, 1: 80, 2: 2
1200-1800, 91975, 95653, 4, 104, 101, 98, 4, 0, 0.13316953316953317, 0: 1851, 1: 125, 2: 34, 3: 22, 4: 3
1800-2400, 94397, 100619, 7, 91, 88, 84, 5, 0, 0.2714723926380368, 0: 3598, 1: 785, 2: 105, 3: 62, 4: 12, 5: 2
2400-3000, 100379, 105709, 8, 81, 77, 74, 7, 0, 0.5591511936339523, 0: 3520, 1: 1233, 2: 807, 3: 81, 4: 2, 5: 10, 7: 2
3000-3600, 97323, 104510, 10, 71, 64, 63, 7, 0, 0.5716972941687165, 0: 4296, 1: 1623, 2: 763, 3: 160, 4: 41, 5: 15, 6: 8, 7: 5
3600-4200, 109273, 123323, 11, 79, 74, 72, 6, 0, 0.6573705179282868, 0: 4436, 1: 1906, 2: 793, 3: 223, 4: 112, 5: 19, 6: 41
4200-4800, 107424, 144233, 14, 74, 64, 55, 11, 0, 1.49781430319986, 0: 3640, 1: 3839, 2: 1686, 3: 1151, 4: 374, 5: 216, 6: 168, 7: 218, 8: 9, 9: 104, 10: 13, 11: 20
4800-5400, 109875, 142956, 10, 74, 64, 55, 11, 0, 1.0757328990228012, 0: 6715, 1: 2105, 2: 1451, 3: 974, 4: 642, 5: 186, 6: 32, 7: 4, 8: 8, 9: 146, 10: 2, 11: 15
5400-6000, 121412, 149593, 9, 73, 65, 59, 11, 0, 1.8643319599764567, 0: 5199, 1: 2788, 2: 1656, 3: 1196, 4: 762, 5: 874, 6: 351, 7: 376, 8: 171, 9: 78, 10: 125, 11: 16
6000-6600, 124873, 170098, 12, 77, 66, 58, 18, 0, 2.6131514007838583, 0: 3066, 1: 3761, 2: 1730, 3: 1512, 4: 943, 5: 676, 6: 694, 7: 527, 8: 127, 9: 172, 10: 272, 11: 41, 12: 12, 13: 115, 14: 104, 15: 15, 16: 3, 17: 5, 18: 3
6600-7200, 126275, 191622, 17, 89, 70, 53, 13, 0, 2.194761486684226, 0: 4001, 1: 2484, 2: 2644, 3: 1467, 4: 993, 5: 550, 6: 606, 7: 460, 8: 200, 9: 33, 10: 198, 11: 21, 12: 4, 13: 7
7200-7800, 131052, 215496, 11, 95, 79, 57, 23, 0, 3.93397583429229, 0: 3108, 1: 1650, 2: 1701, 3: 808, 4: 2133, 5: 865, 6: 434, 7: 727, 8: 379, 9: 802, 10: 126, 11: 500, 12: 132, 13: 201, 14: 141, 15: 47, 16: 12, 17: 41, 18: 8, 19: 41, 20: 42, 22: 4, 23: 2
7800-8400, 129795, 165690, 13, 70, 58, 53, 19, 0, 2.491693989071038, 0: 4701, 1: 4241, 2: 2300, 3: 2336, 4: 1083, 5: 1192, 6: 635, 7: 612, 8: 457, 9: 361, 10: 113, 11: 107, 12: 27, 13: 96, 14: 21, 15: 12, 16: 3, 19: 3
