Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90170, 90170, 1, 166, None, 165, 1, 0, 0.09470246734397678
600-1200, 91260, 92209, 2, 131, 130, 129, 1, 0, 0.12357723577235773
1200-1800, 96105, 98740, 5, 96, 93, 91, 2, 0, 0.17735849056603772
1800-2400, 99258, 107914, 7, 86, 80, 77, 5, 0, 0.27680798004987534
2400-3000, 114654, 134196, 12, 82, 76, 68, 12, 0, 0.7752489331436699
3000-3600, 126120, 175893, 10, 95, 80, 68, 24, 0, 2.9631205673758867
3600-4200, 139954, 216789, 7, 114, 100, 76, 36, 0, 4.497222222222222
4200-4800, 162657, 263729, 13, 135, 112, 86, 42, 0, 6.731739707835326
4800-5400, 176163, 232301, 14, 114, 87, 83, 26, 0, 2.3456140350877193
5400-6000, 267130, 386079, 13, 184, 141, 124, 54, 0, 8.081528662420382
6000-6600, 271988, 380089, 16, 151, 116, 106, 42, 0, 6.501572327044025
6600-7200, 336184, 536021, 15, 228, 161, 148, 76, 0, 13.715401785714286
7200-7800, 349894, 525751, 15, 206, 168, 137, 64, 0, 10.202005730659026
7800-8400, 364479, 552930, 19, 209, 169, 140, 66, 0, 8.710806697108067
