Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91344, 91487, 1, 211, None, 209, 3, 0, 0.3223706748886605
600-1200, 92471, 94682, 4, 185, 184, 181, 3, 0, 0.3745283018867924
1200-1800, 108653, 112279, 6, 151, 148, 145, 10, 0, 0.7995478522984175
1800-2400, 104030, 119463, 16, 132, 124, 115, 13, 0, 0.6747114375655824
2400-3000, 126776, 141662, 13, 147, 135, 129, 28, 0, 2.7971360381861574
3000-3600, 139817, 167592, 11, 133, 119, 108, 21, 0, 2.3342036553524803
3600-4200, 141090, 205431, 15, 165, 146, 115, 45, 0, 6.141689373297003
4200-4800, 157523, 220560, 16, 195, 154, 136, 52, 0, 6.747910863509749
4800-5400, 179982, 333612, 13, 227, 191, 130, 95, 0, 18.652843601895736
5400-6000, 225751, 517736, 16, 345, 298, 151, 191, 0, 52.38601271571299
6000-6600, 243530, 413582, 14, 274, 229, 164, 108, 0, 18.610103626943005
6600-7200, 321461, 501784, 18, 314, 276, 204, 105, 0, 19.826370757180158
7200-7800, 384928, 641594, 17, 371, 313, 223, 142, 0, 28.34246575342466
7800-8400, 449134, 744676, 17, 425, 358, 261, 201, 0, 42.60529217199559
