Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90731, 90731, 1, 180, None, 179, 2, 0, 0.1742342826437399
600-1200, 91334, 92413, 6, 143, 142, 141, 2, 0, 0.13235574176347362
1200-1800, 101158, 105712, 9, 105, 102, 99, 5, 0, 0.3381818181818182
1800-2400, 102821, 114338, 11, 92, 87, 80, 9, 0, 0.5527459502173054
2400-3000, 119560, 129123, 11, 94, 87, 84, 7, 0, 0.5483584738243124
3000-3600, 134756, 210910, 14, 126, 116, 78, 44, 0, 8.278143401454797
3600-4200, 135644, 163751, 25, 92, 78, 76, 13, 0, 1.475759190197123
4200-4800, 162920, 225064, 25, 118, 97, 83, 50, 0, 7.56186701893439
4800-5400, 153030, 268384, 26, 129, 83, 72, 53, 0, 10.59079391891892
5400-6000, 161060, 259995, 22, 119, 100, 71, 44, 0, 6.640932642487047
6000-6600, 200519, 388821, 28, 174, 146, 91, 79, 0, 17.462155963302752
6600-7200, 201688, 340396, 34, 130, 90, 75, 51, 0, 8.38894523326572
7200-7800, 282737, 636212, 32, 244, 204, 109, 132, 0, 34.78784231116461
7800-8400, 288255, 493436, 39, 192, 150, 110, 78, 0, 13.742988698200083
