Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90625, 91523, 3, 161, 160, 159, 1, 0, 0.05125558995528036
600-1200, 91880, 92842, 4, 123, 122, 121, 2, 0, 0.08768606224627876
1200-1800, 97330, 105210, 9, 87, 84, 80, 4, 0, 0.23493732308936513
1800-2400, 103941, 112520, 9, 73, 68, 67, 4, 0, 0.21995708154506438
2400-3000, 105969, 135879, 12, 81, 74, 63, 15, 0, 1.3631639722863742
3000-3600, 117046, 172381, 15, 79, 73, 56, 22, 0, 3.1480597014925373
3600-4200, 129094, 239694, 17, 102, 89, 53, 44, 0, 7.081549439347604
4200-4800, 139988, 240889, 18, 99, 81, 60, 35, 0, 6.196808510638298
4800-5400, 152480, 275025, 18, 99, 84, 57, 39, 0, 7.403753026634383
5400-6000, 159183, 338592, 21, 120, 84, 59, 55, 0, 12.93190770962296
6000-6600, 270083, 362249, 19, 116, 92, 84, 30, 0, 5.606853582554517
6600-7200, 275727, 457342, 24, 135, 98, 76, 54, 0, 11.517571884984026
7200-7800, 278038, 562016, 24, 159, 126, 79, 76, 0, 16.306852035749753
7800-8400, 308473, 630709, 22, 167, 107, 85, 78, 0, 17.233833177132148
