Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90096, 90096, 1, 156, None, 155, 0, 0, 0.0, 0: 125
600-1200, 92433, 93332, 3, 110, 109, 108, 1, 0, 0.010719754977029096, 0: 646, 1: 7
1200-1800, 93038, 99225, 6, 82, 79, 74, 2, 0, 0.040657631637413906, 0: 8656, 1: 326, 2: 20
1800-2400, 97232, 106461, 11, 61, 58, 56, 3, 0, 0.25238956342030483, 0: 14949, 1: 3930, 2: 473, 3: 3
2400-3000, 100883, 114757, 12, 58, 53, 50, 6, 0, 0.5781855620155039, 0: 20513, 1: 7469, 2: 3658, 3: 1252, 4: 111, 5: 17, 6: 4
3000-3600, 108601, 133499, 13, 57, 50, 45, 8, 0, 0.9128918794922771, 0: 16268, 1: 7597, 2: 5421, 3: 2387, 4: 894, 5: 104, 6: 20, 7: 1, 8: 3
3600-4200, 115031, 149831, 16, 60, 49, 45, 10, 0, 1.3797269852695442, 0: 15129, 1: 10001, 2: 5085, 3: 4807, 4: 1794, 5: 829, 6: 1057, 7: 180, 8: 1, 9: 13, 10: 3
4200-4800, 130438, 185619, 22, 65, 51, 42, 10, 0, 1.5340759562593584, 0: 16295, 1: 11021, 2: 6338, 3: 4913, 4: 1733, 5: 1982, 6: 854, 7: 511, 8: 243, 9: 184, 10: 4
4800-5400, 150002, 201675, 19, 65, 53, 49, 17, 0, 2.157003953413826, 0: 18474, 1: 7581, 2: 4546, 3: 4429, 4: 2492, 5: 3544, 6: 1821, 7: 2040, 8: 695, 9: 681, 10: 150, 11: 31, 12: 10, 13: 18, 14: 93, 15: 144, 16: 45, 17: 1
5400-6000, 146524, 311773, 25, 90, 76, 44, 21, 0, 2.029001833322289, 0: 19732, 1: 9142, 2: 5390, 3: 2029, 4: 1777, 5: 1076, 6: 1330, 7: 1673, 8: 564, 9: 524, 10: 627, 11: 379, 12: 301, 13: 297, 14: 140, 15: 204, 16: 18, 17: 54, 18: 4, 19: 9, 20: 1, 21: 2
6000-6600, 173557, 287177, 28, 81, 54, 49, 15, 0, 2.3814759559379532, 0: 17663, 1: 11306, 2: 5865, 3: 2944, 4: 2345, 5: 1221, 6: 1847, 7: 421, 8: 666, 9: 1119, 10: 832, 11: 1097, 12: 1524, 13: 66, 14: 11, 15: 4
6600-7200, 201295, 316585, 28, 80, 55, 50, 23, 0, 3.350533650877657, 0: 13289, 1: 5536, 2: 3022, 3: 1908, 4: 1825, 5: 1320, 6: 483, 7: 269, 8: 467, 9: 758, 10: 755, 11: 338, 12: 945, 13: 1105, 14: 1073, 15: 311, 16: 131, 17: 195, 18: 118, 19: 67, 20: 80, 21: 12, 23: 4
7200-7800, 223873, 346202, 29, 87, 63, 53, 23, 0, 2.967388761521546, 0: 16975, 1: 8256, 2: 4150, 3: 1387, 4: 2228, 5: 830, 6: 1599, 7: 562, 8: 1328, 9: 458, 10: 934, 11: 195, 12: 1096, 13: 1027, 14: 682, 15: 404, 16: 162, 17: 311, 18: 22, 19: 8, 20: 68, 21: 2, 22: 60, 23: 2
7800-8400, 232394, 401037, 31, 97, 74, 57, 38, 0, 3.2306028833551768, 0: 15072, 1: 9640, 2: 5991, 3: 3882, 4: 1578, 5: 200, 6: 1281, 7: 745, 8: 631, 9: 1520, 10: 709, 11: 1134, 12: 499, 13: 452, 14: 670, 15: 146, 16: 311, 17: 71, 18: 233, 19: 418, 20: 24, 21: 121, 22: 81, 23: 170, 24: 44, 25: 48, 26: 3, 27: 6, 28: 3, 29: 44, 31: 1, 32: 4, 33: 1, 34: 43, 36: 1, 37: 2, 38: 1
