Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90653, 91260, 1, 171, None, 169, 1, 0, 0.0223463687150838, 0: 175, 1: 4
600-1200, 91379, 92335, 4, 128, 127, 126, 2, 0, 0.04627006610009443, 0: 1012, 1: 45, 2: 2
1200-1800, 95843, 98837, 7, 100, 97, 95, 2, 0, 0.20737812911725956, 0: 12179, 1: 2854, 2: 147
1800-2400, 97399, 110559, 6, 91, 84, 80, 4, 0, 0.4718572342908776, 0: 16708, 1: 7542, 2: 1958, 3: 337, 4: 16
2400-3000, 105170, 132777, 18, 92, 81, 69, 6, 0, 0.7793875709812662, 0: 19600, 1: 10060, 2: 5773, 3: 1444, 4: 621, 5: 178, 6: 10
3000-3600, 106669, 129917, 20, 78, 68, 64, 11, 0, 1.2798825772782014, 0: 18374, 1: 8401, 2: 5649, 3: 2961, 4: 1813, 5: 1358, 6: 893, 7: 281, 8: 81, 9: 38, 10: 5, 11: 2
3600-4200, 120042, 207203, 30, 111, 91, 62, 13, 0, 1.783612034061405, 0: 21314, 1: 10881, 2: 8142, 3: 4507, 4: 3429, 5: 3178, 6: 857, 7: 858, 8: 770, 9: 952, 10: 85, 11: 63, 12: 8, 13: 33
4200-4800, 129068, 173253, 17, 82, 62, 59, 13, 0, 1.8583840139009558, 0: 19547, 1: 8547, 2: 4678, 3: 5495, 4: 2583, 5: 1877, 6: 1537, 7: 628, 8: 1450, 9: 281, 10: 408, 11: 155, 12: 3, 13: 2
4800-5400, 137431, 214294, 25, 94, 72, 57, 21, 0, 2.8809699548454324, 0: 15069, 1: 7187, 2: 5778, 3: 6289, 4: 1676, 5: 1579, 6: 2130, 7: 907, 8: 850, 9: 896, 10: 781, 11: 759, 12: 355, 13: 581, 14: 870, 15: 47, 16: 31, 17: 70, 18: 45, 19: 144, 20: 2, 21: 18
5400-6000, 142818, 223176, 29, 95, 73, 60, 19, 0, 2.1728165451569708, 0: 19767, 1: 13228, 2: 4849, 3: 5035, 4: 1458, 5: 3124, 6: 505, 7: 1649, 8: 1486, 9: 684, 10: 500, 11: 286, 12: 314, 13: 252, 14: 340, 15: 72, 16: 91, 17: 64, 18: 62, 19: 2
6000-6600, 160347, 317595, 27, 127, 100, 65, 23, 0, 3.301210473825215, 0: 16109, 1: 9422, 2: 6088, 3: 3643, 4: 2743, 5: 3278, 6: 1238, 7: 399, 8: 2260, 9: 1087, 10: 540, 11: 584, 12: 330, 13: 561, 14: 369, 15: 403, 16: 520, 17: 399, 18: 807, 19: 228, 20: 123, 21: 2, 22: 2, 23: 2
6600-7200, 197148, 310149, 39, 121, 79, 77, 28, 0, 3.667492047426258, 0: 18757, 1: 11189, 2: 5266, 3: 3492, 4: 1977, 5: 2275, 6: 1677, 7: 1746, 8: 742, 9: 1425, 10: 349, 11: 279, 12: 776, 13: 1076, 14: 509, 15: 283, 16: 374, 17: 857, 18: 286, 19: 374, 20: 349, 21: 275, 22: 245, 23: 228, 24: 209, 25: 197, 26: 110, 27: 5, 28: 1
7200-7800, 188541, 342821, 34, 119, 84, 71, 32, 0, 4.426302685399253, 0: 17194, 1: 10498, 2: 5564, 3: 2433, 4: 3680, 5: 2215, 6: 1789, 7: 806, 8: 1788, 9: 932, 10: 2652, 11: 764, 12: 306, 13: 428, 14: 332, 15: 83, 16: 270, 17: 322, 18: 86, 19: 482, 20: 753, 21: 142, 22: 265, 23: 876, 24: 198, 25: 526, 26: 496, 27: 215, 28: 47, 29: 41, 30: 41, 32: 6
7800-8400, 208965, 477757, 31, 176, 99, 85, 40, 0, 4.398394753781783, 0: 13336, 1: 8350, 2: 5399, 3: 3296, 4: 4217, 5: 3110, 6: 2105, 7: 866, 8: 1005, 9: 1263, 10: 390, 11: 564, 12: 134, 13: 393, 14: 452, 15: 248, 16: 154, 17: 1120, 18: 425, 19: 1443, 20: 96, 21: 97, 22: 352, 23: 389, 24: 53, 25: 148, 26: 15, 27: 4, 28: 2, 29: 1, 30: 42, 31: 42, 32: 31, 33: 2, 34: 80, 35: 65, 36: 18, 38: 2, 39: 2, 40: 1
