Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90750, 90750, 1, 160, None, 159, 1, 0, 0.1471861471861472, 0: 197, 1: 34
600-1200, 92022, 92563, 2, 138, 137, 135, 1, 0, 0.02321724709784411, 0: 1178, 1: 28
1200-1800, 94423, 96840, 8, 85, 83, 82, 3, 0, 0.12187395798599533, 0: 5291, 1: 684, 2: 22, 3: 1
1800-2400, 99162, 114934, 9, 77, 73, 65, 6, 0, 0.43294826720241086, 0: 9748, 1: 2685, 2: 1248, 3: 191, 4: 47, 5: 16, 6: 2
2400-3000, 100980, 111867, 14, 76, 68, 66, 6, 0, 0.616, 0: 10345, 1: 4541, 2: 1783, 3: 690, 4: 103, 5: 37, 6: 1
3000-3600, 117670, 137255, 11, 73, 64, 62, 9, 0, 1.3287860720248033, 0: 9605, 1: 4231, 2: 2785, 3: 1603, 4: 1471, 5: 611, 6: 368, 7: 233, 8: 52, 9: 6
3600-4200, 121804, 202375, 15, 97, 80, 53, 13, 0, 1.73470321534046, 0: 8784, 1: 5933, 2: 3066, 3: 2127, 4: 1735, 5: 833, 6: 408, 7: 343, 8: 397, 9: 155, 10: 191, 11: 26, 12: 22, 13: 21
4200-4800, 139430, 199910, 13, 85, 66, 60, 17, 0, 2.6436405547087034, 0: 7802, 1: 5173, 2: 3159, 3: 2275, 4: 2435, 5: 2263, 6: 1468, 7: 773, 8: 290, 9: 83, 10: 277, 11: 64, 12: 365, 13: 97, 14: 286, 15: 65, 16: 19, 17: 3
4800-5400, 147133, 230021, 15, 98, 78, 63, 17, 0, 1.7609887467538714, 0: 10459, 1: 4696, 2: 1217, 3: 396, 4: 708, 5: 869, 6: 459, 7: 246, 8: 905, 9: 248, 10: 187, 11: 69, 12: 97, 13: 22, 14: 181, 15: 12, 16: 9, 17: 14
5400-6000, 148925, 247822, 20, 97, 74, 61, 25, 0, 3.027897558963591, 0: 9334, 1: 5341, 2: 2217, 3: 1365, 4: 2295, 5: 512, 6: 1226, 7: 1163, 8: 691, 9: 560, 10: 141, 11: 385, 12: 156, 13: 73, 14: 388, 15: 75, 16: 194, 17: 107, 18: 135, 19: 74, 20: 10, 21: 16, 22: 104, 23: 101, 24: 3, 25: 3
6000-6600, 188586, 329711, 17, 120, 89, 76, 27, 0, 3.9507580401291325, 0: 6989, 1: 3021, 2: 1774, 3: 1463, 4: 4051, 5: 745, 6: 1865, 7: 1308, 8: 931, 9: 216, 10: 92, 11: 38, 12: 112, 13: 57, 14: 249, 15: 40, 16: 140, 17: 408, 18: 56, 19: 475, 20: 273, 21: 51, 22: 6, 23: 49, 24: 8, 25: 51, 26: 2, 27: 1
6600-7200, 227543, 408952, 20, 148, 107, 81, 46, 0, 5.869402648887287, 0: 6566, 1: 4269, 2: 2219, 3: 966, 4: 838, 5: 1292, 6: 498, 7: 119, 8: 363, 9: 657, 10: 616, 11: 798, 12: 210, 13: 362, 14: 62, 15: 144, 16: 74, 17: 128, 18: 18, 19: 90, 20: 142, 22: 44, 23: 89, 24: 71, 25: 70, 26: 142, 27: 6, 28: 104, 29: 117, 30: 168, 31: 3, 35: 15, 37: 30, 39: 138, 43: 198, 44: 230, 45: 336, 46: 6
7200-7800, 275128, 561221, 21, 186, 121, 94, 42, 0, 4.673808248527049, 0: 8766, 1: 4721, 2: 2771, 3: 2608, 4: 866, 5: 654, 6: 434, 7: 947, 8: 486, 9: 409, 10: 656, 11: 369, 12: 831, 13: 650, 14: 177, 15: 195, 16: 334, 17: 122, 18: 357, 19: 223, 20: 363, 21: 26, 22: 85, 23: 102, 24: 231, 25: 18, 26: 79, 27: 27, 28: 77, 29: 89, 30: 38, 31: 65, 32: 74, 33: 46, 34: 9, 35: 7, 37: 11, 38: 2, 39: 75, 40: 1, 41: 2, 42: 2
7800-8400, 276609, 441057, 24, 150, 110, 95, 38, 0, 11.0680564071122, 0: 2839, 1: 3320, 2: 1639, 3: 450, 4: 1233, 5: 84, 6: 138, 7: 337, 8: 150, 9: 40, 10: 130, 11: 175, 12: 64, 13: 367, 14: 93, 15: 402, 16: 456, 17: 440, 18: 226, 19: 113, 20: 201, 21: 162, 22: 376, 23: 301, 24: 329, 25: 472, 26: 258, 27: 841, 28: 178, 29: 474, 30: 164, 31: 674, 32: 224, 33: 338, 34: 20, 35: 227, 36: 4, 37: 1, 38: 1
