Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90195, 91054, 4, 174, 173, 172, 1, 0, 0.1344722598105548
600-1200, 91888, 93659, 3, 143, 141, 140, 2, 0, 0.15965953056486976
1200-1800, 94469, 98666, 7, 98, 95, 92, 3, 0, 0.28619813717188824
1800-2400, 99843, 114775, 11, 91, 84, 79, 10, 0, 0.6354531797696544
2400-3000, 106961, 121951, 18, 84, 77, 72, 8, 0, 0.5563862928348909
3000-3600, 114173, 152278, 14, 93, 80, 65, 24, 0, 2.3771213073538653
3600-4200, 125554, 218617, 15, 126, 110, 69, 53, 0, 9.694179894179895
4200-4800, 228779, 261765, 17, 134, 117, 114, 36, 0, 5.634994807892004
4800-5400, 177787, 246410, 17, 116, 90, 82, 34, 0, 5.150895140664962
5400-6000, 174095, 267222, 17, 114, 93, 76, 34, 0, 4.767123287671233
6000-6600, 224844, 296416, 21, 130, 101, 95, 30, 0, 3.787049399198932
6600-7200, 230484, 376992, 21, 151, 123, 87, 60, 0, 10.726779252110978
7200-7800, 258779, 512265, 32, 195, 150, 100, 91, 0, 17.853573213393304
7800-8400, 354356, 728963, 25, 267, 211, 131, 139, 0, 36.0133020344288
