Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90196, 90883, 3, 160, 159, 158, 1, 0, 0.052121212121212124
600-1200, 91241, 92121, 2, 126, 125, 124, 2, 0, 0.11176157530601384
1200-1800, 95006, 99939, 8, 83, 80, 79, 2, 0, 0.15323257766582704
1800-2400, 100361, 107237, 7, 73, 69, 67, 3, 0, 0.18877849210987727
2400-3000, 106299, 134167, 10, 75, 68, 61, 12, 0, 0.8676039835969537
3000-3600, 131730, 164746, 14, 74, 61, 56, 14, 0, 1.6787692307692308
3600-4200, 156024, 184109, 16, 82, 71, 69, 16, 0, 1.763718528082634
4200-4800, 152117, 255954, 14, 99, 87, 61, 35, 0, 6.173210161662817
4800-5400, 158590, 394956, 21, 139, 126, 56, 81, 0, 22.95959595959596
5400-6000, 161076, 220989, 18, 86, 68, 64, 18, 0, 1.8281642917015926
6000-6600, 196911, 320757, 23, 104, 83, 67, 35, 0, 5.306982872200264
6600-7200, 252765, 330190, 26, 103, 82, 78, 20, 0, 2.645714285714286
7200-7800, 220325, 332110, 27, 115, 79, 70, 41, 0, 4.743323442136498
7800-8400, 348650, 757530, 26, 208, 187, 100, 111, 0, 29.04455245038477
