Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90180, 90920, 4, 188, 187, 186, 2, 0, 0.21812696747114377
600-1200, 90731, 93480, 7, 142, 141, 138, 2, 0, 0.2327478042659975
1200-1800, 94470, 101592, 10, 113, 110, 105, 6, 0, 0.41290518024840955
1800-2400, 106990, 113912, 11, 98, 93, 92, 7, 0, 0.5913773368943152
2400-3000, 109692, 126049, 9, 86, 76, 73, 10, 0, 0.8377746610565685
3000-3600, 116864, 166692, 15, 105, 95, 75, 27, 0, 3.274024339068401
3600-4200, 130950, 183840, 14, 98, 88, 71, 24, 0, 3.560527555346208
4200-4800, 141865, 238346, 25, 125, 106, 76, 45, 0, 8.571187156738487
4800-5400, 164692, 300262, 23, 134, 120, 74, 56, 0, 10.903303787268332
5400-6000, 174414, 232535, 27, 106, 82, 77, 25, 0, 2.7327777777777778
6000-6600, 186610, 334806, 25, 140, 113, 78, 58, 0, 10.446511627906977
6600-7200, 284996, 452992, 27, 185, 130, 116, 85, 0, 17.1525998492841
7200-7800, 258482, 451982, 31, 171, 130, 99, 69, 0, 12.860349127182046
7800-8400, 261727, 602085, 32, 215, 171, 92, 120, 0, 27.751809720785936
