Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90069, 90069, 1, 163, None, 162, 1, 0, 0.07704599931514668
600-1200, 91983, 92820, 4, 137, 136, 134, 1, 0, 0.18166858647358894
1200-1800, 94902, 100715, 8, 95, 91, 88, 4, 0, 0.3171175858480749
1800-2400, 107518, 129380, 7, 94, 89, 79, 12, 0, 1.087698986975398
2400-3000, 103922, 117666, 19, 72, 65, 62, 7, 0, 0.5715502555366269
3000-3600, 115204, 165310, 17, 93, 85, 65, 24, 0, 2.819176084578928
3600-4200, 125185, 162014, 18, 84, 70, 66, 16, 0, 1.4797238999137188
4200-4800, 134256, 186191, 20, 80, 69, 57, 21, 0, 2.565532879818594
4800-5400, 156967, 210097, 26, 86, 69, 65, 17, 0, 2.206492335437331
5400-6000, 167558, 234081, 27, 88, 65, 64, 20, 0, 2.7053654024051803
6000-6600, 195083, 297067, 22, 107, 78, 72, 32, 0, 4.830718414533443
6600-7200, 193200, 299781, 29, 107, 81, 71, 32, 0, 3.993279569892473
7200-7800, 247928, 566233, 31, 181, 131, 84, 104, 0, 24.83360171765969
7800-8400, 298934, 447711, 30, 131, 93, 89, 39, 0, 6.492154611557597
