Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90167, 90900, 3, 175, 174, 173, 3, 0, 0.1464670098268601
600-1200, 94359, 95578, 2, 158, 157, 155, 2, 0, 0.22136422136422138
1200-1800, 97386, 101160, 9, 109, 105, 103, 3, 0, 0.2877384196185286
1800-2400, 104018, 111176, 10, 102, 96, 94, 4, 0, 0.4011420413990007
2400-3000, 111146, 162436, 13, 123, 116, 85, 34, 0, 4.133592736705578
3000-3600, 115844, 162157, 13, 102, 85, 73, 26, 0, 3.578025477707006
3600-4200, 126340, 170742, 19, 96, 78, 71, 21, 0, 2.12007874015748
4200-4800, 145897, 205664, 18, 120, 91, 87, 29, 0, 3.7016520894071916
4800-5400, 188588, 274980, 19, 139, 123, 100, 42, 0, 6.381383855024712
5400-6000, 171796, 298899, 20, 153, 123, 86, 63, 0, 8.970099667774086
6000-6600, 249918, 354143, 22, 171, 137, 117, 51, 0, 7.391797556719022
6600-7200, 258737, 438730, 24, 200, 144, 116, 84, 0, 16.241935483870968
7200-7800, 279200, 541874, 21, 236, 192, 126, 106, 0, 24.098522167487683
7800-8400, 348635, 644702, 21, 278, 227, 146, 128, 0, 23.951170568561874
