Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90010, 90692, 1, 180, None, 178, 1, 0, 0.019801980198019802, 0: 297, 1: 6
600-1200, 92145, 92709, 4, 147, 146, 145, 1, 0, 0.013898080741230973, 0: 1490, 1: 21
1200-1800, 95326, 98468, 5, 102, 99, 96, 4, 0, 0.1280827366746221, 0: 13285, 1: 1683, 2: 100, 3: 15, 4: 1
1800-2400, 100885, 113367, 12, 97, 90, 84, 5, 0, 0.45131413251005403, 0: 16112, 1: 6398, 2: 1706, 3: 323, 4: 59, 5: 19
2400-3000, 103167, 129635, 15, 87, 77, 69, 7, 0, 0.9667752228691733, 0: 14385, 1: 8040, 2: 4404, 3: 2041, 4: 1245, 5: 267, 6: 16, 7: 1
3000-3600, 109596, 139328, 21, 90, 79, 68, 9, 0, 1.246281957633309, 0: 15785, 1: 7675, 2: 4166, 3: 2765, 4: 1675, 5: 1530, 6: 460, 7: 132, 8: 15, 9: 22
3600-4200, 119532, 152708, 17, 88, 77, 68, 13, 0, 1.8942082440313015, 0: 14349, 1: 8049, 2: 6483, 3: 3308, 4: 2563, 5: 1933, 6: 1493, 7: 635, 8: 502, 9: 531, 10: 138, 11: 133, 12: 7, 13: 2
4200-4800, 128876, 294073, 21, 151, 129, 70, 18, 0, 2.1201489331232994, 0: 13511, 1: 6306, 2: 4816, 3: 2514, 4: 1703, 5: 1515, 6: 1352, 7: 966, 8: 758, 9: 380, 10: 463, 11: 535, 12: 54, 13: 4, 15: 33, 18: 5
4800-5400, 134152, 202949, 25, 97, 76, 63, 19, 0, 3.139899001036452, 0: 16293, 1: 6876, 2: 5282, 3: 2473, 4: 2397, 5: 1833, 6: 1391, 7: 1256, 8: 1271, 9: 1519, 10: 1030, 11: 987, 12: 1094, 13: 591, 14: 437, 15: 329, 16: 209, 17: 18, 18: 34, 19: 27
5400-6000, 148938, 373953, 21, 164, 108, 63, 28, 0, 4.547455195389442, 0: 10686, 1: 6798, 2: 4474, 3: 3292, 4: 2350, 5: 1623, 6: 2093, 7: 705, 8: 707, 9: 460, 10: 1165, 11: 591, 12: 806, 13: 1437, 14: 453, 15: 784, 16: 518, 17: 493, 18: 202, 19: 694, 20: 112, 21: 14, 22: 167, 23: 258, 24: 43, 25: 5, 26: 64, 27: 93, 28: 36
6000-6600, 186780, 315781, 28, 128, 89, 72, 25, 0, 3.8207429912995443, 0: 11150, 1: 6603, 2: 3421, 3: 3516, 4: 880, 5: 1391, 6: 567, 7: 1139, 8: 1183, 9: 691, 10: 859, 11: 723, 12: 768, 13: 821, 14: 919, 15: 233, 16: 432, 17: 324, 18: 50, 19: 258, 20: 171, 21: 10, 22: 52, 23: 42, 24: 1, 25: 1
6600-7200, 203822, 356110, 33, 137, 81, 78, 33, 0, 4.687106118567986, 0: 9965, 1: 7028, 2: 4761, 3: 3180, 4: 5084, 5: 2195, 6: 879, 7: 2580, 8: 588, 9: 1534, 10: 220, 11: 730, 12: 1277, 13: 1201, 14: 1050, 15: 117, 16: 648, 17: 256, 18: 375, 19: 182, 20: 247, 21: 735, 22: 148, 23: 117, 24: 2, 25: 1, 26: 2, 27: 5, 28: 1, 29: 46, 30: 2, 31: 2, 32: 41, 33: 24
7200-7800, 226273, 541452, 34, 210, 174, 89, 35, 0, 3.8313420027724603, 0: 9251, 1: 6531, 2: 3630, 3: 1238, 4: 1428, 5: 877, 6: 1572, 7: 937, 8: 45, 9: 251, 10: 521, 11: 166, 12: 1392, 13: 283, 14: 54, 15: 353, 16: 165, 17: 223, 18: 269, 19: 270, 20: 8, 21: 152, 22: 185, 23: 66, 24: 173, 25: 4, 26: 93, 27: 151, 28: 1, 29: 2, 30: 1, 31: 1, 32: 4, 35: 1
7800-8400, 309171, 511836, 37, 191, 150, 117, 79, 0, 6.395951145195858, 0: 10911, 1: 7427, 2: 4233, 3: 2271, 4: 923, 5: 2609, 6: 273, 7: 470, 8: 737, 9: 205, 10: 156, 11: 723, 12: 380, 13: 791, 14: 587, 15: 63, 16: 289, 17: 388, 18: 289, 19: 261, 20: 231, 21: 204, 22: 518, 23: 131, 24: 187, 25: 145, 26: 686, 27: 417, 28: 320, 29: 49, 30: 342, 31: 282, 32: 179, 33: 135, 34: 127, 35: 348, 36: 15, 37: 17, 38: 48, 39: 6, 40: 8, 41: 35, 42: 59, 43: 3, 44: 1, 45: 53, 46: 3, 47: 1, 69: 48, 71: 6, 74: 132, 77: 1, 78: 3, 79: 1
