Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90209, 90712, 2, 155, 154, 153, 1, 0, 0.13953488372093023, 0: 222, 1: 36
600-1200, 91976, 92705, 2, 131, 130, 128, 1, 0, 0.06288873531444368, 0: 1356, 1: 91
1200-1800, 95681, 98048, 7, 81, 79, 78, 2, 0, 0.10447932180089357, 0: 7863, 1: 820, 2: 46
1800-2400, 99652, 111900, 10, 78, 74, 70, 4, 0, 0.34046896873541765, 0: 12427, 1: 3776, 2: 772, 3: 159, 4: 10
2400-3000, 102067, 114662, 12, 63, 57, 56, 5, 0, 0.5317731393632722, 0: 14945, 1: 5803, 2: 2293, 3: 476, 4: 196, 5: 2
3000-3600, 111163, 142327, 11, 67, 58, 52, 7, 0, 1.0555740590950182, 0: 10139, 1: 4773, 2: 3005, 3: 1727, 4: 790, 5: 483, 6: 54, 7: 46
3600-4200, 111770, 147655, 16, 68, 58, 51, 16, 0, 1.8925883290533958, 0: 12166, 1: 7135, 2: 5730, 3: 3588, 4: 1981, 5: 826, 6: 276, 7: 636, 8: 163, 9: 366, 10: 231, 11: 181, 12: 346, 13: 58, 14: 149, 15: 45, 16: 2
4200-4800, 131614, 180846, 17, 72, 61, 51, 10, 0, 1.6349650934325488, 0: 10101, 1: 4428, 2: 3093, 3: 2843, 4: 1193, 5: 551, 6: 460, 7: 600, 8: 424, 9: 192, 10: 36
4800-5400, 154129, 204642, 15, 75, 60, 56, 15, 0, 1.8920788858992934, 0: 14073, 1: 7166, 2: 3692, 3: 1725, 4: 2556, 5: 1189, 6: 1078, 7: 479, 8: 398, 9: 494, 10: 485, 11: 175, 12: 179, 13: 126, 14: 4, 15: 2
5400-6000, 142974, 296017, 20, 104, 89, 49, 20, 0, 2.676826349216481, 0: 12588, 1: 6918, 2: 2000, 3: 2154, 4: 1298, 5: 1264, 6: 563, 7: 659, 8: 271, 9: 808, 10: 20, 11: 835, 12: 419, 13: 487, 14: 331, 15: 209, 16: 63, 17: 210, 18: 100, 19: 61, 20: 75
6000-6600, 178497, 301630, 20, 97, 76, 57, 18, 0, 2.5372835706040786, 0: 8666, 1: 5866, 2: 2614, 3: 1526, 4: 2658, 5: 804, 6: 596, 7: 693, 8: 287, 9: 672, 10: 507, 11: 457, 12: 124, 13: 144, 14: 317, 15: 22, 16: 8, 17: 26, 18: 3
6600-7200, 187344, 427436, 27, 133, 110, 63, 20, 0, 2.761011206671879, 0: 12297, 1: 3420, 2: 2763, 3: 2009, 4: 1203, 5: 701, 6: 431, 7: 142, 8: 339, 9: 353, 10: 500, 11: 586, 12: 826, 13: 200, 14: 174, 15: 236, 16: 365, 17: 143, 18: 85, 19: 56, 20: 30
7200-7800, 188817, 543768, 30, 159, 126, 55, 32, 0, 3.2274085386096543, 0: 12074, 1: 6078, 2: 2375, 3: 1596, 4: 1039, 5: 706, 6: 1794, 7: 258, 8: 315, 9: 288, 10: 434, 11: 203, 12: 449, 13: 415, 14: 323, 15: 520, 16: 85, 17: 297, 18: 150, 19: 93, 20: 99, 21: 20, 22: 75, 23: 58, 24: 79, 25: 56, 26: 7, 27: 116, 29: 2, 30: 34, 31: 82, 32: 2
7800-8400, 327287, 507789, 26, 140, 92, 89, 47, 0, 4.1298409864150765, 0: 8736, 1: 10901, 2: 6025, 3: 3229, 4: 1626, 5: 1032, 6: 2246, 7: 969, 8: 789, 9: 147, 10: 1725, 11: 226, 12: 226, 13: 405, 14: 359, 15: 242, 16: 285, 17: 441, 18: 324, 19: 185, 20: 197, 21: 149, 22: 136, 23: 10, 24: 118, 25: 3, 26: 46, 28: 2, 35: 238, 37: 14, 40: 54, 41: 18, 42: 102, 43: 8, 44: 2, 45: 222, 47: 6
